CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts,DistrictID,DistrictName,PoliceStationName
75,800250098202400001,202400001,2024-02-25,805,98,4,2,2,7,1,25,2024-02-24 23:16:04,2024-02-25 03:16:04,2024-02-25 18:16:04,15.353721,75.120064,Complainant Basavaraj Acharya reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Venkatesh Naik under investigation.,25,Hubballi City,Hubballi City PS-2
76,100250097202400005,202400005,2024-11-09,792,97,1,2,2,7,2,25,2024-11-06 22:32:41,2024-11-07 08:32:41,2024-11-09 06:32:41,15.359023,75.139022,"Complainant Ayesha Acharya reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Harish, Deepak Fernandes under investigation.",25,Hubballi City,Hubballi City PS-1
77,100250097202400006,202400006,2024-12-15,788,97,1,2,2,7,1,25,2024-12-14 02:16:23,2024-12-14 11:16:23,2024-12-14 18:16:23,15.36938,75.138998,"Complainant Pooja Sheikh reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Abdul Shetty, Peter Gowda, Vinay Rao under investigation.",25,Hubballi City,Hubballi City PS-1
78,100250099202500003,202500003,2025-04-29,807,99,1,2,2,7,3,25,2025-04-26 22:10:15,2025-04-27 00:10:15,2025-04-28 17:10:15,15.369687,75.138201,Complainant Santosh Shetty reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Umesh Kulkarni under investigation.,25,Hubballi City,Hubballi City PS-3
79,100250100202500007,202500007,2025-05-26,822,100,1,2,2,7,1,25,2025-05-26 04:14:21,2025-05-26 09:14:21,2025-05-26 18:14:21,15.350671,75.12897,Complainant Ayesha Kulkarni reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Naveen Shetty under investigation.,25,Hubballi City,Hubballi City PS-4
80,100250100202300002,202300002,2023-04-16,817,100,1,2,2,7,2,25,2023-04-13 20:03:25,2023-04-14 07:03:25,2023-04-15 16:03:25,15.365803,75.140163,Complainant Geetha Murthy reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Prakash Sheikh under investigation.,25,Hubballi City,Hubballi City PS-4
81,100250097202400007,202400007,2024-10-14,787,97,1,2,2,7,1,25,2024-10-14 01:49:42,2024-10-14 08:49:42,2024-10-15 08:49:42,15.367476,75.127218,Complainant Santosh Murthy reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Manjunath under investigation.,25,Hubballi City,Hubballi City PS-1
82,300250098202600001,202600001,2026-06-12,802,98,2,2,2,7,1,25,2026-06-09 05:19:07,2026-06-09 13:19:07,2026-06-09 18:19:07,15.366048,75.122885,Complainant Sunitha D'Souza reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Prakash Rao under investigation.,25,Hubballi City,Hubballi City PS-2
83,100250100202400004,202400004,2024-01-26,817,100,1,2,2,7,1,25,2024-01-24 22:11:40,2024-01-24 23:11:40,2024-01-26 10:11:40,15.372575,75.140135,Complainant Naveen D'Souza reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Vinay Murthy under investigation.,25,Hubballi City,Hubballi City PS-4
84,100250100202400005,202400005,2024-01-02,815,100,1,2,2,7,5,25,2023-12-31 02:26:45,2023-12-31 03:26:45,2024-01-01 06:26:45,15.36592,75.139078,Complainant Venkatesh Sheikh reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Harish Gowda under investigation.,25,Hubballi City,Hubballi City PS-4
85,100250100202600004,202600004,2026-04-04,821,100,1,2,2,7,2,25,2026-04-01 10:40:33,2026-04-01 12:40:33,2026-04-01 20:40:33,15.36326,75.119251,Complainant Manjula Acharya reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Santosh Desai under investigation.,25,Hubballi City,Hubballi City PS-4
86,100250097202300008,202300008,2023-07-10,790,97,1,2,2,7,5,25,2023-07-07 09:31:16,2023-07-07 20:31:16,2023-07-09 20:31:16,15.364547,75.129489,Complainant Shobha Khan reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Raghavendra Sheikh under investigation.,25,Hubballi City,Hubballi City PS-1
87,100250098202600002,202600002,2026-06-22,803,98,1,2,2,7,1,25,2026-06-18 15:50:29,2026-06-19 03:50:29,2026-06-20 09:50:29,15.355058,75.126937,"Complainant Ravi Sheikh reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Suresh Patil, Abdul Poojary under investigation.",25,Hubballi City,Hubballi City PS-2
88,100250098202400004,202400004,2024-02-12,805,98,1,2,2,7,1,25,2024-02-10 10:55:47,2024-02-10 16:55:47,2024-02-12 15:55:47,15.368107,75.126069,Complainant Arun Rao reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Nagaraj Kumar under investigation.,25,Hubballi City,Hubballi City PS-2
89,100250099202300006,202300006,2023-03-01,806,99,1,2,2,7,2,25,2023-03-01 06:20:37,2023-03-01 10:20:37,2023-03-02 23:20:37,15.3571,75.131706,Complainant Padma Hegde reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Deepak Fernandes under investigation.,25,Hubballi City,Hubballi City PS-3
90,300250099202400001,202400001,2024-03-04,808,99,2,2,2,7,1,25,2024-03-04 03:24:26,2024-03-04 12:24:26,2024-03-06 06:24:26,15.354315,75.136383,Complainant Harish Rao reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Prakash Kumar under investigation.,25,Hubballi City,Hubballi City PS-3
91,100250097202400008,202400008,2024-10-08,789,97,1,2,2,7,4,25,2024-10-07 23:28:24,2024-10-08 04:28:24,2024-10-09 19:28:24,15.358913,75.137745,"Complainant Roopa Poojary reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Deepak Naik, Joseph D'Souza, Vinay Swamy under investigation.",25,Hubballi City,Hubballi City PS-1
92,100250100202500008,202500008,2025-05-01,815,100,1,2,2,7,1,25,2025-04-28 08:36:31,2025-04-28 15:36:31,2025-04-30 10:36:31,15.362084,75.131787,Complainant Roopa Kulkarni reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Peter Poojary under investigation.,25,Hubballi City,Hubballi City PS-4
93,100250098202400005,202400005,2024-10-12,798,98,1,2,2,7,4,25,2024-10-09 17:52:06,2024-10-09 20:52:06,2024-10-10 23:52:06,15.364525,75.128775,"Complainant Deepak Kulkarni reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Santosh Khan, Raghavendra Kulkarni under investigation.",25,Hubballi City,Hubballi City PS-2
94,100250097202400009,202400009,2024-11-01,789,97,1,2,2,7,5,25,2024-10-29 09:29:54,2024-10-29 17:29:54,2024-10-30 18:29:54,15.353034,75.118818,"Complainant Vani Shetty reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Bhagya Khan, Basavaraj Shetty, Anand D'Souza under investigation.",25,Hubballi City,Hubballi City PS-1
95,100250100202300003,202300003,2023-03-17,817,100,1,2,2,7,2,25,2023-03-16 04:18:18,2023-03-16 04:18:18,2023-03-18 04:18:18,15.355574,75.129839,Complainant Raghavendra D'Souza reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Kavitha Kulkarni under investigation.,25,Hubballi City,Hubballi City PS-4
96,100250098202500003,202500003,2025-03-01,804,98,1,2,2,7,5,25,2025-02-26 07:38:32,2025-02-26 19:38:32,2025-02-27 08:38:32,15.353384,75.122964,Complainant Basavaraj Gowda reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Naveen Rao under investigation.,25,Hubballi City,Hubballi City PS-2
97,800250097202400001,202400001,2024-03-08,790,97,4,2,2,7,4,25,2024-03-04 14:29:15,2024-03-04 15:29:15,2024-03-05 12:29:15,15.356313,75.138748,"Complainant Chandrashekar Murthy reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Mahesh Naik, Imran Reddy, Anand Swamy under investigation.",25,Hubballi City,Hubballi City PS-1
98,100250098202500004,202500004,2025-05-16,800,98,1,2,2,7,1,25,2025-05-13 01:56:54,2025-05-13 07:56:54,2025-05-15 00:56:54,15.350077,75.119614,Complainant Imran Acharya reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Kavitha Poojary under investigation.,25,Hubballi City,Hubballi City PS-2
99,100250100202500009,202500009,2025-12-18,822,100,1,2,2,7,4,25,2025-12-16 00:52:19,2025-12-16 09:52:19,2025-12-17 12:52:19,15.357654,75.120725,Complainant Ravi Desai reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Suresh Kulkarni under investigation.,25,Hubballi City,Hubballi City PS-4
100,100250100202400006,202400006,2024-11-26,818,100,1,2,2,7,4,25,2024-11-22 23:05:33,2024-11-23 00:05:33,2024-11-24 16:05:33,15.36527,75.119095,Complainant Geetha Fernandes reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Vinay Hegde under investigation.,25,Hubballi City,Hubballi City PS-4
101,100250097202400010,202400010,2024-01-22,795,97,1,2,2,7,1,25,2024-01-21 17:20:51,2024-01-22 01:20:51,2024-01-23 03:20:51,15.359921,75.131271,Complainant Savitha Hegde reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Karthik Kulkarni under investigation.,25,Hubballi City,Hubballi City PS-1
102,100250097202300009,202300009,2023-08-24,790,97,1,2,2,7,4,25,2023-08-21 14:17:14,2023-08-21 18:17:14,2023-08-22 15:17:14,15.367824,75.131001,"Complainant Mary Gowda reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Basavaraj Desai, Lokesh Gowda, Umesh Fernandes under investigation.",25,Hubballi City,Hubballi City PS-1
103,100250097202600001,202600001,2026-06-11,794,97,1,2,2,7,1,25,2026-06-08 14:05:15,2026-06-08 17:05:15,2026-06-08 23:05:15,15.365428,75.125978,Complainant Lokesh Sheikh reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Deepak Poojary under investigation.,25,Hubballi City,Hubballi City PS-1
104,100250100202400007,202400007,2024-05-14,816,100,1,2,2,7,2,25,2024-05-14 07:59:19,2024-05-14 13:59:19,2024-05-16 10:59:19,15.357512,75.133648,Complainant Lokesh Shetty reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Arun D'Souza under investigation.,25,Hubballi City,Hubballi City PS-4
105,100250099202500004,202500004,2025-11-17,811,99,1,2,2,7,2,25,2025-11-14 02:34:36,2025-11-14 12:34:36,2025-11-14 23:34:36,15.360452,75.125061,"Complainant Girish D'Souza reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Naveen Shetty, Karthik Sheikh, Santosh Shetty under investigation.",25,Hubballi City,Hubballi City PS-3
106,100250099202300007,202300007,2023-12-18,810,99,1,2,2,7,5,25,2023-12-16 12:59:27,2023-12-16 18:59:27,2023-12-18 08:59:27,15.358411,75.13142,Complainant Vani Swamy reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Chandrashekar under investigation.,25,Hubballi City,Hubballi City PS-3
107,100250098202300005,202300005,2023-12-27,798,98,1,2,2,7,4,25,2023-12-26 07:17:14,2023-12-26 09:17:14,2023-12-27 16:17:14,15.355023,75.118064,Complainant Mahesh Kumar reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Salman Sheikh under investigation.,25,Hubballi City,Hubballi City PS-2
108,100250098202400006,202400006,2024-03-07,803,98,1,2,2,7,2,25,2024-03-03 16:46:37,2024-03-04 04:46:37,2024-03-04 21:46:37,15.372929,75.140692,"Complainant Venkatesh Poojary reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Umesh D'Souza, Girish Murthy, Padma D'Souza under investigation.",25,Hubballi City,Hubballi City PS-2
109,300250097202500001,202500001,2025-06-07,794,97,2,2,2,7,5,25,2025-06-05 04:27:02,2025-06-05 06:27:02,2025-06-06 13:27:02,15.35658,75.119373,"Complainant Suresh Acharya reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Imran Reddy, Venkatesh Kulkarni under investigation.",25,Hubballi City,Hubballi City PS-1
110,300250098202400001,202400001,2024-05-06,801,98,2,2,2,7,2,25,2024-05-03 19:14:24,2024-05-03 19:14:24,2024-05-05 14:14:24,15.370095,75.138358,Complainant Bhagya Reddy reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Santosh Gowda under investigation.,25,Hubballi City,Hubballi City PS-2
111,100250097202300010,202300010,2023-06-30,792,97,1,2,2,7,1,25,2023-06-27 09:32:59,2023-06-27 19:32:59,2023-06-27 21:32:59,15.363589,75.129112,Complainant Arun Gowda reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Vinay Kulkarni under investigation.,25,Hubballi City,Hubballi City PS-1
112,100250100202400008,202400008,2024-06-25,817,100,1,2,2,7,3,25,2024-06-25 16:24:48,2024-06-26 01:24:48,2024-06-27 02:24:48,15.361757,75.131889,Complainant Venkatesh reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Prakash D'Souza under investigation.,25,Hubballi City,Hubballi City PS-4
113,100250097202400011,202400011,2024-08-10,792,97,1,2,2,7,1,25,2024-08-09 22:30:42,2024-08-10 00:30:42,2024-08-11 03:30:42,15.364084,75.126935,"Complainant Roopa Murthy reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Salman Poojary, Harish Kulkarni under investigation.",25,Hubballi City,Hubballi City PS-1
114,100250097202300011,202300011,2023-12-30,793,97,1,2,2,7,4,25,2023-12-27 18:27:02,2023-12-27 18:27:02,2023-12-28 05:27:02,15.359628,75.118963,Complainant Girish D'Souza reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Ravi Shetty under investigation.,25,Hubballi City,Hubballi City PS-1
115,100250100202300004,202300004,2023-11-12,820,100,1,2,2,7,1,25,2023-11-12 18:23:34,2023-11-13 01:23:34,2023-11-13 12:23:34,15.357381,75.12243,"Complainant Manjula Sheikh reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Raghavendra Swamy, Basavaraj under investigation.",25,Hubballi City,Hubballi City PS-4
116,100250097202300012,202300012,2023-10-20,792,97,1,2,2,7,2,25,2023-10-17 21:03:00,2023-10-18 07:03:00,2023-10-18 19:03:00,15.365494,75.121314,"Complainant Geetha Desai reported house break-in at Hubballi City area during night hours; gold ornaments and cash stolen. House Burglary case registered. Accused Manjunath Acharya, Lokesh Gowda under investigation.",25,Hubballi City,Hubballi City PS-1
